0 1 0.0 
0 17 1.0 
0 724 2.0 
1408 1126487 3.0 
==== END RUN ====
0 1 0.0 
0 29 1.0 
0 243 2.0 
22 17709 3.0 
34 27940 4.0 
97 77773 5.0 
125 100223 6.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
1 1207 2.0 
24 19851 3.0 
117 93739 4.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
0 118 2.0 
222 177713 3.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
0 698 2.0 
8 6501 3.0 
==== END RUN ====
0 1 0.0 
0 23 1.0 
1 1147 2.0 
==== END RUN ====
0 1 0.0 
0 15 1.0 
0 224 2.0 
9 7698 3.0 
18 14553 4.0 
82 65789 5.0 
==== END RUN ====
0 1 0.0 
0 29 1.0 
0 249 2.0 
14 11970 3.0 
30 24530 4.0 
273 218583 5.0 
1919 1535401 6.0 
==== END RUN ====
0 1 0.0 
0 15 1.0 
3 2441 2.0 
10 8259 3.0 
==== END RUN ====
0 1 0.0 
0 25 1.0 
1 1464 2.0 
==== END RUN ====
0 1 0.0 
0 47 1.0 
0 267 2.0 
5 4327 3.0 
208 166833 4.0 
210 168329 5.0 
==== END RUN ====
0 1 0.0 
0 23 1.0 
0 215 2.0 
5 4157 3.0 
17 13749 4.0 
==== END RUN ====
0 1 0.0 
0 50 1.0 
0 499 2.0 
29 23730 3.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
1 841 2.0 
3 2955 3.0 
9 7325 4.0 
36 28971 5.0 
461 369007 6.0 
==== END RUN ====
0 1 0.0 
0 33 1.0 
0 115 2.0 
33 26453 3.0 
43 35182 4.0 
47 37850 6.0 
472 377841 7.0 
549 439499 8.0 
==== END RUN ====
0 1 0.0 
0 57 1.0 
2 1615 2.0 
5 4075 3.0 
23 18901 4.0 
62 49729 5.0 
105 84217 6.0 
457 365849 7.0 
==== END RUN ====
0 1 0.0 
0 15 1.0 
0 456 2.0 
8 6481 3.0 
18 14557 4.0 
1295 1036173 5.0 
==== END RUN ====
0 1 0.0 
0 53 1.0 
2 1738 2.0 
6 5499 3.0 
15 12157 4.0 
125 100442 5.0 
==== END RUN ====
0 1 0.0 
0 62 1.0 
3 2683 2.0 
5 4019 3.0 
15 12151 4.0 
30 24169 5.0 
471 377005 6.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
2 1814 2.0 
3 2638 3.0 
15 12773 4.0 
1151 920989 5.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
1 1341 2.0 
327 261699 3.0 
2230 1784145 4.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
1 1330 2.0 
388 310497 3.0 
==== END RUN ====
0 1 0.0 
0 29 1.0 
1 1055 2.0 
169 135693 3.0 
201 161542 4.0 
247 197797 5.0 
291 232999 6.0 
==== END RUN ====
0 1 0.0 
0 31 1.0 
0 637 2.0 
12 9794 3.0 
16 13224 4.0 
27 21785 5.0 
30 24185 6.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
1 953 2.0 
5 4474 3.0 
10 8151 4.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
1 835 2.0 
3 3137 3.0 
==== END RUN ====
0 1 0.0 
0 58 1.0 
2 1740 2.0 
3 2443 3.0 
==== END RUN ====
0 1 0.0 
0 15 1.0 
1 1376 2.0 
4 3837 3.0 
10 8513 4.0 
27 22234 5.0 
128 103073 6.0 
==== END RUN ====
0 1 0.0 
0 15 2.0 
27 21679 3.0 
56 45450 4.0 
74 59391 5.0 
==== END RUN ====
0 1 0.0 
0 42 1.0 
2 1641 2.0 
1235 988101 3.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
0 431 2.0 
1 1109 3.0 
13 10543 4.0 
55 44191 5.0 
95 76235 6.0 
==== END RUN ====
0 1 0.0 
0 56 1.0 
0 269 2.0 
29 23579 4.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
1 916 2.0 
2 1689 3.0 
9 7329 4.0 
36 29079 5.0 
==== END RUN ====
0 1 0.0 
0 37 1.0 
0 399 2.0 
1 939 3.0 
12 9947 4.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
2 2320 2.0 
141 112881 3.0 
170 136159 4.0 
184 147385 5.0 
==== END RUN ====
0 1 1.0 
1 801 2.0 
6 4905 3.0 
8 6505 4.0 
40 32187 5.0 
==== END RUN ====
0 1 0.0 
0 48 1.0 
0 276 2.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
0 437 2.0 
29 23366 3.0 
==== END RUN ====
0 1 0.0 
0 15 1.0 
0 588 2.0 
8 6589 3.0 
54 43323 4.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
0 176 2.0 
56 44883 3.0 
==== END RUN ====
0 1 1.0 
0 159 2.0 
76 60863 3.0 
244 195959 4.0 
314 251393 5.0 
476 381019 6.0 
489 391443 7.0 
519 415503 8.0 
==== END RUN ====
0 1 0.0 
0 63 1.0 
1 827 2.0 
118 94485 3.0 
1193 954539 4.0 
1266 1012981 5.0 
==== END RUN ====
0 1 1.0 
0 609 2.0 
3 2852 3.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
1 1274 2.0 
3 2604 3.0 
==== END RUN ====
0 1 0.0 
0 94 1.0 
1 879 2.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
0 576 2.0 
19 15599 3.0 
1065 852135 4.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
0 83 2.0 
4 3400 3.0 
13 10545 4.0 
==== END RUN ====
0 1 0.0 
0 37 1.0 
2 1962 2.0 
4 3213 3.0 
8 6527 4.0 
28 23106 5.0 
93 74617 6.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
0 749 2.0 
747 597699 3.0 
==== END RUN ====
0 1 0.0 
0 50 1.0 
2 2158 2.0 
5 4366 3.0 
6 4993 4.0 
8 6425 5.0 
20 16207 6.0 
100 80201 7.0 
==== END RUN ====
