0 1 0.0 
0 84 1.0 
0 304 2.0 
203 81468 3.0 
233 93517 4.0 
==== END RUN ====
0 1 0.0 
0 32 1.0 
4 1865 3.0 
337 134863 4.0 
340 136063 5.0 
==== END RUN ====
0 1 0.0 
0 51 1.0 
0 210 2.0 
594 237657 3.0 
627 250877 4.0 
==== END RUN ====
0 1 0.0 
0 52 1.0 
3 1382 2.0 
604 241862 3.0 
1691 676467 4.0 
1736 694483 5.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
0 43 2.0 
7 3085 3.0 
37 14861 4.0 
==== END RUN ====
0 1 0.0 
0 28 1.0 
1 484 2.0 
7 2923 3.0 
1527 610871 4.0 
==== END RUN ====
0 1 0.0 
0 9 2.0 
==== END RUN ====
0 1 0.0 
0 9 1.0 
0 184 2.0 
2 841 3.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
0 374 2.0 
21 8465 4.0 
62 24883 5.0 
==== END RUN ====
0 1 0.0 
0 80 1.0 
1 755 2.0 
24 9645 3.0 
==== END RUN ====
0 1 0.0 
0 35 1.0 
1 583 2.0 
254 101649 3.0 
==== END RUN ====
0 1 0.0 
0 11 1.0 
3 1328 2.0 
10 4135 3.0 
==== END RUN ====
0 1 0.0 
0 27 1.0 
0 280 2.0 
11 4626 3.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
0 204 2.0 
341 136459 3.0 
1027 410859 4.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
1 521 2.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
1 622 2.0 
545 218049 3.0 
==== END RUN ====
0 1 0.0 
0 22 1.0 
1 537 2.0 
674 269657 3.0 
2724 1089671 4.0 
==== END RUN ====
0 1 0.0 
0 24 1.0 
15 6021 2.0 
824 329657 3.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
1 668 2.0 
22 9016 3.0 
49 19675 4.0 
425 170087 5.0 
2643 1057305 6.0 
2844 1137707 7.0 
==== END RUN ====
0 1 0.0 
0 68 1.0 
0 285 2.0 
10 4106 3.0 
==== END RUN ====
0 1 0.0 
0 15 1.0 
3 1251 2.0 
97 38839 3.0 
1803 721263 4.0 
==== END RUN ====
0 1 0.0 
0 13 2.0 
14 5960 3.0 
38 15265 4.0 
==== END RUN ====
0 1 0.0 
0 90 1.0 
3 1460 2.0 
59 23759 3.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
0 261 2.0 
153 61257 3.0 
2384 953671 4.0 
2460 984085 5.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
1 425 2.0 
102 41011 3.0 
1761 704477 4.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
2 841 2.0 
6 2583 3.0 
24 9655 4.0 
==== END RUN ====
0 1 0.0 
0 29 1.0 
4 1847 2.0 
100 40184 3.0 
1391 556477 4.0 
==== END RUN ====
0 1 0.0 
0 44 1.0 
3 1274 2.0 
16 6401 3.0 
520 208073 4.0 
==== END RUN ====
0 1 0.0 
0 9 1.0 
1 627 2.0 
5 2377 3.0 
==== END RUN ====
0 1 0.0 
0 11 1.0 
1 584 2.0 
3 1374 3.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
0 60 2.0 
23 9540 3.0 
109 43661 4.0 
==== END RUN ====
0 1 0.0 
0 37 1.0 
0 165 2.0 
706 282459 3.0 
1110 444233 4.0 
1285 514087 5.0 
==== END RUN ====
0 1 0.0 
0 125 1.0 
1 469 2.0 
10 4025 3.0 
12 4865 4.0 
==== END RUN ====
0 1 0.0 
0 60 1.0 
3 1315 2.0 
==== END RUN ====
0 1 0.0 
0 64 1.0 
4 1605 2.0 
5 2121 3.0 
==== END RUN ====
0 1 0.0 
0 44 1.0 
3 1254 2.0 
91 36455 3.0 
716 286477 4.0 
731 292606 5.0 
841 336511 6.0 
1009 403711 7.0 
==== END RUN ====
0 1 0.0 
0 36 1.0 
0 164 2.0 
2730 1092266 3.0 
==== END RUN ====
0 1 0.0 
0 81 1.0 
3 1284 2.0 
10 4100 4.0 
194 77685 5.0 
==== END RUN ====
0 1 0.0 
0 9 1.0 
0 110 2.0 
18 7356 3.0 
31 12455 4.0 
==== END RUN ====
0 1 0.0 
0 86 1.0 
2 878 2.0 
12 5119 3.0 
17 6984 4.0 
308 123299 5.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
2 801 2.0 
26 10443 3.0 
133 53341 4.0 
150 60083 5.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
1 740 2.0 
5 2112 3.0 
==== END RUN ====
0 1 0.0 
0 89 1.0 
2 1157 2.0 
21 8453 3.0 
23 9255 4.0 
132 53147 5.0 
==== END RUN ====
0 1 0.0 
0 73 1.0 
2 1187 2.0 
3 1485 3.0 
47 18861 5.0 
536 214517 6.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
1 675 2.0 
12 5040 3.0 
13 5353 4.0 
21 8495 5.0 
==== END RUN ====
0 1 0.0 
0 11 1.0 
0 39 2.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
1 771 2.0 
1844 737643 3.0 
==== END RUN ====
0 1 0.0 
0 70 1.0 
3 1215 2.0 
132 52970 3.0 
396 158734 4.0 
475 190087 5.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
0 105 2.0 
44 17657 3.0 
234 93854 4.0 
==== END RUN ====
0 1 0.0 
0 15 2.0 
32 12845 3.0 
229 91661 4.0 
684 273689 5.0 
==== END RUN ====
