0 1 0.0 
0 15 1.0 
10 2029 2.0 
231 46233 3.0 
499 99971 4.0 
==== END RUN ====
0 1 0.0 
0 44 1.0 
1 305 2.0 
==== END RUN ====
0 1 1.0 
0 19 2.0 
24 4823 3.0 
213 42649 4.0 
362 72545 5.0 
==== END RUN ====
0 1 0.0 
0 30 1.0 
3 611 2.0 
5 1091 3.0 
==== END RUN ====
0 1 0.0 
0 38 1.0 
8 1622 2.0 
==== END RUN ====
0 1 1.0 
1 226 2.0 
41 8235 3.0 
950 190033 4.0 
1487 297447 5.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
8 1771 2.0 
162 32423 3.0 
==== END RUN ====
0 1 1.0 
11 2260 2.0 
==== END RUN ====
0 1 0.0 
0 46 1.0 
3 696 2.0 
695 139027 4.0 
==== END RUN ====
0 1 0.0 
0 16 1.0 
20 4188 2.0 
83 16623 3.0 
==== END RUN ====
0 1 0.0 
0 70 1.0 
3 603 2.0 
51 10377 3.0 
135 27033 4.0 
1296 259241 5.0 
==== END RUN ====
0 1 1.0 
0 175 2.0 
==== END RUN ====
0 1 0.0 
0 91 1.0 
2 478 2.0 
==== END RUN ====
0 1 0.0 
0 25 1.0 
6 1237 3.0 
163 32675 4.0 
==== END RUN ====
0 1 0.0 
0 50 1.0 
4 838 2.0 
22 4450 3.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
2 461 2.0 
==== END RUN ====
0 1 0.0 
0 25 1.0 
6 1263 2.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
3 636 2.0 
42 8580 3.0 
==== END RUN ====
0 1 0.0 
0 31 1.0 
0 67 2.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
0 64 2.0 
6 1276 3.0 
131 26237 4.0 
==== END RUN ====
0 1 0.0 
0 45 1.0 
4 904 2.0 
==== END RUN ====
0 1 0.0 
0 137 1.0 
0 146 2.0 
203 40627 3.0 
==== END RUN ====
0 1 0.0 
0 62 1.0 
10 2140 2.0 
32 6444 3.0 
==== END RUN ====
0 1 0.0 
0 9 1.0 
1 274 2.0 
==== END RUN ====
0 1 0.0 
0 98 1.0 
9 1839 2.0 
==== END RUN ====
0 1 0.0 
0 22 1.0 
1 347 2.0 
290 58025 3.0 
==== END RUN ====
0 1 0.0 
0 20 1.0 
==== END RUN ====
0 1 1.0 
1 221 2.0 
33 6627 3.0 
766 153237 4.0 
==== END RUN ====
0 1 0.0 
0 27 1.0 
10 2032 2.0 
77 15423 3.0 
==== END RUN ====
0 1 0.0 
0 16 1.0 
3 762 2.0 
==== END RUN ====
0 1 0.0 
0 12 1.0 
11 2356 2.0 
17 3423 3.0 
==== END RUN ====
0 1 0.0 
0 53 1.0 
1 325 2.0 
8 1702 3.0 
17 3481 4.0 
72 14441 5.0 
988 197655 6.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
1 343 2.0 
32 6425 3.0 
==== END RUN ====
0 1 0.0 
0 32 1.0 
3 632 2.0 
8 1690 3.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
1 236 2.0 
8 1613 3.0 
==== END RUN ====
0 1 0.0 
0 38 1.0 
0 190 2.0 
64 12825 3.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
0 103 2.0 
28 5692 3.0 
29 5865 4.0 
==== END RUN ====
0 1 0.0 
0 12 1.0 
==== END RUN ====
0 1 0.0 
0 85 1.0 
124 24811 3.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
0 131 2.0 
==== END RUN ====
0 1 0.0 
0 42 1.0 
4 836 2.0 
101 20215 3.0 
1141 228318 4.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
0 178 2.0 
7 1480 4.0 
10 2007 5.0 
==== END RUN ====
0 1 0.0 
0 37 1.0 
5 1161 2.0 
1592 318569 3.0 
2210 442039 4.0 
==== END RUN ====
0 1 0.0 
0 16 1.0 
3 723 2.0 
15 3088 3.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
0 65 2.0 
10 2023 3.0 
80 16031 4.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
9 1829 2.0 
205 41021 3.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
10 2058 2.0 
14 2819 3.0 
38 7631 4.0 
107 21441 5.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
4 907 2.0 
246 49229 3.0 
==== END RUN ====
0 1 0.0 
0 51 1.0 
1 251 2.0 
28 5751 3.0 
==== END RUN ====
0 1 0.0 
0 27 1.0 
8 1678 2.0 
12 2473 3.0 
==== END RUN ====
