0 1 1.0 
0 6 2.0 
0 11 6.0 
0 69 8.0 
0 139 10.0 
22 4415 12.0 
==== END RUN ====
0 1 5.0 
0 135 8.0 
5 1035 10.0 
11 2368 13.0 
==== END RUN ====
0 1 1.0 
0 3 6.0 
0 184 8.0 
2 413 9.0 
2 439 11.0 
19 3823 12.0 
==== END RUN ====
0 1 2.0 
0 9 3.0 
0 12 5.0 
0 93 6.0 
0 171 8.0 
2 588 16.0 
==== END RUN ====
0 1 1.0 
0 3 2.0 
0 21 3.0 
0 32 5.0 
0 118 8.0 
23 4780 11.0 
43 8623 13.0 
==== END RUN ====
0 1 2.0 
0 10 4.0 
0 92 6.0 
0 168 7.0 
2 543 8.0 
15 3017 10.0 
16 3217 11.0 
201 40217 13.0 
==== END RUN ====
0 1 3.0 
0 20 4.0 
0 26 5.0 
0 114 9.0 
47 9419 12.0 
60 12025 13.0 
77 15425 15.0 
==== END RUN ====
0 1 3.0 
0 23 4.0 
0 41 9.0 
43 8617 11.0 
124 24817 14.0 
==== END RUN ====
0 1 4.0 
0 13 5.0 
1 246 7.0 
1 398 8.0 
5 1162 10.0 
6 1241 11.0 
11 2223 14.0 
33 6629 15.0 
37 7429 17.0 
228 45629 18.0 
==== END RUN ====
0 1 2.0 
0 5 4.0 
0 20 5.0 
1 272 6.0 
2 476 8.0 
26 5217 10.0 
28 5658 12.0 
33 6625 13.0 
71 14227 18.0 
1434 286827 19.0 
==== END RUN ====
0 1 1.0 
0 6 2.0 
0 11 6.0 
0 62 7.0 
2 446 11.0 
==== END RUN ====
0 1 1.0 
0 5 3.0 
0 11 6.0 
0 165 8.0 
2 570 9.0 
2 597 10.0 
3 721 11.0 
42 8423 16.0 
==== END RUN ====
0 1 2.0 
0 3 3.0 
0 16 4.0 
0 23 7.0 
0 46 8.0 
0 144 9.0 
25 5017 10.0 
30 6017 12.0 
419 83817 13.0 
==== END RUN ====
0 1 1.0 
0 14 2.0 
0 37 6.0 
1 201 7.0 
4 869 8.0 
10 2175 9.0 
14 2976 12.0 
23 4625 13.0 
32 6427 20.0 
98 19641 23.0 
==== END RUN ====
0 1 1.0 
0 3 3.0 
0 16 5.0 
1 201 6.0 
21 4326 7.0 
27 5415 9.0 
46 9219 11.0 
==== END RUN ====
0 1 2.0 
0 5 4.0 
0 22 5.0 
0 124 6.0 
0 144 7.0 
1 205 8.0 
1 256 9.0 
2 479 10.0 
2 532 11.0 
2 549 12.0 
4 983 18.0 
42 8437 19.0 
61 12237 21.0 
90 18043 23.0 
==== END RUN ====
0 1 2.0 
0 10 3.0 
0 21 13.0 
64 12823 15.0 
71 14223 16.0 
1985 397023 17.0 
==== END RUN ====
0 1 2.0 
0 7 5.0 
3 605 6.0 
13 2611 10.0 
29 5821 11.0 
40 8023 13.0 
72 14427 15.0 
==== END RUN ====
0 1 5.0 
0 125 8.0 
==== END RUN ====
0 1 1.0 
0 6 2.0 
0 25 4.0 
0 35 5.0 
0 77 6.0 
2 424 7.0 
2 534 9.0 
30 6019 15.0 
35 7019 16.0 
==== END RUN ====
0 1 1.0 
0 3 4.0 
0 69 6.0 
0 73 8.0 
1 384 17.0 
==== END RUN ====
0 1 2.0 
0 3 3.0 
0 58 4.0 
0 81 15.0 
==== END RUN ====
0 1 1.0 
0 7 2.0 
0 17 3.0 
0 24 4.0 
0 46 5.0 
1 287 6.0 
1 306 7.0 
1 350 9.0 
7 1537 11.0 
12 2594 13.0 
64 12827 14.0 
==== END RUN ====
0 1 1.0 
0 6 2.0 
0 45 3.0 
0 72 5.0 
0 79 6.0 
0 111 7.0 
2 437 13.0 
47 9425 14.0 
63 12625 19.0 
==== END RUN ====
0 1 3.0 
0 3 6.0 
2 409 7.0 
2 550 9.0 
4 944 11.0 
43 8623 17.0 
==== END RUN ====
0 1 6.0 
0 160 9.0 
14 2850 10.0 
22 4421 12.0 
76 15221 13.0 
==== END RUN ====
0 1 1.0 
0 7 5.0 
0 16 7.0 
1 334 8.0 
4 910 10.0 
==== END RUN ====
0 1 2.0 
0 5 3.0 
0 7 9.0 
1 373 11.0 
25 5023 13.0 
38 7627 14.0 
==== END RUN ====
0 1 2.0 
0 17 5.0 
0 36 7.0 
0 86 8.0 
19 3875 10.0 
46 9221 12.0 
==== END RUN ====
0 1 3.0 
0 9 5.0 
0 13 8.0 
1 311 13.0 
9 1870 17.0 
11 2380 18.0 
12 2437 19.0 
89 17839 23.0 
99 19839 30.0 
==== END RUN ====
0 1 3.0 
0 3 4.0 
0 7 8.0 
0 111 9.0 
9 1815 10.0 
14 2847 12.0 
20 4021 13.0 
34 6876 17.0 
42 8435 20.0 
==== END RUN ====
0 1 1.0 
0 8 3.0 
0 45 8.0 
6 1213 9.0 
12 2461 10.0 
26 5221 15.0 
==== END RUN ====
0 1 1.0 
0 5 4.0 
0 45 5.0 
0 46 6.0 
2 499 7.0 
3 704 9.0 
5 1005 10.0 
22 4421 11.0 
24 4821 13.0 
45 9021 14.0 
==== END RUN ====
0 1 1.0 
0 3 2.0 
0 8 3.0 
0 55 4.0 
0 80 6.0 
30 6013 8.0 
701 140213 10.0 
1309 261813 11.0 
==== END RUN ====
0 1 2.0 
0 10 4.0 
0 45 5.0 
0 123 6.0 
2 484 8.0 
4 898 9.0 
5 1072 12.0 
33 6625 13.0 
38 7625 17.0 
75 15035 18.0 
==== END RUN ====
0 1 1.0 
0 3 3.0 
0 7 5.0 
0 67 10.0 
==== END RUN ====
0 1 1.0 
0 7 2.0 
0 11 4.0 
0 32 6.0 
0 40 8.0 
2 586 13.0 
48 9714 14.0 
64 12829 17.0 
70 14035 20.0 
77 15441 21.0 
105 21043 22.0 
==== END RUN ====
0 1 1.0 
0 3 4.0 
0 81 6.0 
0 195 8.0 
4 817 9.0 
7 1419 11.0 
40 8023 13.0 
44 8823 14.0 
50 10023 16.0 
64 12833 18.0 
69 13833 19.0 
83 16639 25.0 
==== END RUN ====
0 1 1.0 
0 3 3.0 
0 5 5.0 
0 101 7.0 
3 615 9.0 
33 6619 10.0 
36 7219 11.0 
37 7419 13.0 
==== END RUN ====
0 1 1.0 
0 9 5.0 
0 14 6.0 
3 605 9.0 
50 10019 10.0 
53 10619 11.0 
58 11619 12.0 
74 14819 13.0 
2609 521819 16.0 
==== END RUN ====
0 1 2.0 
0 8 3.0 
0 31 4.0 
0 43 5.0 
0 93 7.0 
8 1629 8.0 
22 4417 10.0 
34 6821 11.0 
==== END RUN ====
0 1 2.0 
0 9 3.0 
0 17 5.0 
0 67 6.0 
0 104 10.0 
2 431 14.0 
33 6629 16.0 
36 7229 20.0 
==== END RUN ====
0 1 1.0 
0 6 2.0 
0 13 3.0 
0 17 5.0 
0 51 6.0 
1 276 7.0 
2 578 8.0 
3 603 9.0 
23 4619 11.0 
64 12823 12.0 
==== END RUN ====
0 1 1.0 
0 5 3.0 
0 22 5.0 
0 83 6.0 
0 99 7.0 
3 657 8.0 
14 2813 10.0 
31 6306 12.0 
38 7625 14.0 
84 16829 15.0 
==== END RUN ====
0 1 1.0 
0 7 2.0 
0 13 5.0 
0 79 6.0 
0 180 10.0 
2 540 11.0 
2 568 12.0 
3 680 14.0 
507 101421 16.0 
==== END RUN ====
0 1 3.0 
0 32 4.0 
0 34 5.0 
0 84 7.0 
1 262 8.0 
3 647 12.0 
41 8225 13.0 
==== END RUN ====
0 1 5.0 
0 75 8.0 
24 4809 10.0 
44 8821 11.0 
==== END RUN ====
0 1 3.0 
0 17 4.0 
0 22 7.0 
0 30 8.0 
1 226 11.0 
1 371 13.0 
==== END RUN ====
0 1 3.0 
0 21 9.0 
4 937 11.0 
11 2217 14.0 
27 5429 16.0 
==== END RUN ====
0 1 1.0 
0 3 2.0 
0 21 3.0 
0 49 4.0 
0 55 6.0 
0 57 11.0 
11 2219 12.0 
16 3225 13.0 
30 6027 15.0 
718 143627 17.0 
2133 426627 19.0 
==== END RUN ====
