0 1 0.0 
0 26 1.0 
3 1225 2.0 
101 40445 3.0 
==== END RUN ====
0 1 0.0 
0 58 1.0 
2 1146 2.0 
==== END RUN ====
0 1 0.0 
0 27 1.0 
1 490 2.0 
44 17649 3.0 
259 103757 4.0 
360 144231 5.0 
==== END RUN ====
0 1 0.0 
0 11 1.0 
0 342 2.0 
43 17243 3.0 
2707 1082942 4.0 
2738 1095289 5.0 
3061 1224509 6.0 
==== END RUN ====
0 1 0.0 
0 83 1.0 
3 1273 2.0 
15 6057 3.0 
30 12071 5.0 
37 14871 6.0 
==== END RUN ====
0 1 0.0 
0 36 1.0 
8 3433 2.0 
14 5625 3.0 
==== END RUN ====
0 1 0.0 
0 73 1.0 
0 274 2.0 
19 7649 3.0 
31 12658 4.0 
==== END RUN ====
0 1 0.0 
0 26 1.0 
3 1595 2.0 
85 34053 3.0 
182 72855 4.0 
3384 1353683 5.0 
==== END RUN ====
0 1 0.0 
0 23 1.0 
3 1511 2.0 
1047 418847 3.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
1 583 2.0 
4 1874 3.0 
12 4940 4.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
0 65 2.0 
18 7259 3.0 
8979 3591675 4.0 
==== END RUN ====
0 1 0.0 
0 17 1.0 
0 174 2.0 
6 2564 3.0 
27 10861 4.0 
865 346099 5.0 
8313 3325315 6.0 
8385 3354135 7.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
4 1691 2.0 
3720 1488035 3.0 
3879 1551813 4.0 
3891 1556782 5.0 
6277 2510911 6.0 
==== END RUN ====
0 1 0.0 
0 93 1.0 
0 341 2.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
3 1546 2.0 
7 2813 3.0 
8 3448 4.0 
293 117341 5.0 
325 130115 7.0 
383 153315 8.0 
==== END RUN ====
0 1 0.0 
0 104 1.0 
3 1280 2.0 
6 2435 3.0 
286 114477 4.0 
291 116479 5.0 
==== END RUN ====
0 1 0.0 
0 30 1.0 
4 1910 2.0 
53 21255 3.0 
==== END RUN ====
0 1 1.0 
0 235 2.0 
12 5152 3.0 
233 93269 4.0 
6968 2787271 5.0 
==== END RUN ====
0 1 0.0 
0 30 1.0 
4 1654 2.0 
322 128843 3.0 
==== END RUN ====
0 1 1.0 
2 829 2.0 
3 1479 3.0 
==== END RUN ====
0 1 1.0 
3 1353 2.0 
44 17649 3.0 
797 318867 4.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
3 1377 2.0 
10 4059 3.0 
165 66061 4.0 
==== END RUN ====
0 1 0.0 
0 7 1.0 
1 788 3.0 
==== END RUN ====
0 1 0.0 
0 27 1.0 
0 382 2.0 
8 3356 3.0 
16 6536 4.0 
1771 708473 5.0 
==== END RUN ====
0 1 0.0 
0 11 1.0 
0 385 2.0 
==== END RUN ====
0 1 0.0 
0 76 1.0 
0 82 2.0 
179 71840 3.0 
==== END RUN ====
0 1 1.0 
3 1355 2.0 
69 27752 3.0 
==== END RUN ====
0 1 0.0 
0 28 1.0 
3 1352 2.0 
152 61186 3.0 
260 104259 4.0 
289 115671 5.0 
3217 1286905 6.0 
6581 2632533 7.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
2 837 2.0 
6 2789 3.0 
19 7855 4.0 
40 16083 6.0 
63 25281 7.0 
79 31892 8.0 
150 60179 9.0 
==== END RUN ====
0 1 0.0 
0 45 1.0 
0 57 2.0 
12 4879 3.0 
1167 466865 4.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
0 281 2.0 
2 807 3.0 
30 12336 4.0 
57 22897 5.0 
1347 538905 6.0 
==== END RUN ====
0 1 0.0 
0 79 1.0 
4 1785 2.0 
9364 3745641 3.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
3 1264 2.0 
12 4843 3.0 
60 24019 4.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
1 593 2.0 
90 36053 3.0 
==== END RUN ====
0 1 0.0 
0 3 1.0 
5 2007 2.0 
20 8045 3.0 
49 19824 4.0 
97 39110 6.0 
207 82923 7.0 
==== END RUN ====
0 1 0.0 
0 153 1.0 
3 1548 2.0 
7 3134 3.0 
==== END RUN ====
0 1 0.0 
0 13 1.0 
1 405 2.0 
52 20841 3.0 
95 38348 4.0 
==== END RUN ====
0 1 0.0 
0 35 1.0 
2 1132 2.0 
22 8849 3.0 
99 39663 4.0 
==== END RUN ====
0 1 1.0 
1 611 2.0 
17 7028 3.0 
324 129850 4.0 
==== END RUN ====
0 1 0.0 
0 5 1.0 
0 41 2.0 
24 9729 4.0 
95 38027 5.0 
139 55719 6.0 
==== END RUN ====
0 1 0.0 
0 19 1.0 
2 1099 2.0 
21 8551 3.0 
357 142877 4.0 
==== END RUN ====
